# retail_sha256=5ba821f37356d2da0e1eb907de28b2708714d6e2604b5caef3daf4284b9af7d3
rva	file_offset	section	encoding	byte_length	text
0x1c0c70	0x1bf470	.data	ascii	0x13	inn\\mercenary\\npc35
0x1c0c84	0x1bf484	.data	ascii	0x32	graphics\\interface\\TownBirds\\DERVISH%d\\sprites.16a
0x1c0cb8	0x1bf4b8	.data	ascii	0x33	graphics\\interface\\TownBirds\\BABA%d\\A%d\\sprites.16a
0x1c0cec	0x1bf4ec	.data	ascii	0x34	graphics\\interface\\TownBirds\\HORSE%d\\A%d\\sprites.16a
0x1c0d24	0x1bf524	.data	ascii	0x2f	graphics\\interface\\TownBirds\\Guards\\sprites.16a
0x1c0d54	0x1bf554	.data	ascii	0x24	graphics\\interface\\Town\\Town_add.bmp
0x1c0d7c	0x1bf57c	.data	ascii	0x30	graphics\\interface\\TownBirds\\Birds%d\\sprites.16a
0x1c0db0	0x1bf5b0	.data	ascii	0x28	graphics\\interface\\town\\fluger\\F%.2d.bmp
0x1c0ddc	0x1bf5dc	.data	ascii	0x2f	graphics\\interface\\townbirds\\shopie\\sprites.16a
0x1c0e0c	0x1bf60c	.data	ascii	0x2d	graphics\\interface\\townbirds\\mage\\sprites.16a
0x1c0e3c	0x1bf63c	.data	ascii	0x30	graphics\\interface\\townbirds\\fighter\\sprites.16a
0x1c0e70	0x1bf670	.data	ascii	0x27	graphics\\interface\\town\\stars\\S%.2d.bmp
0x1c0e98	0x1bf698	.data	ascii	0x26	graphics\\interface\\town\\door\\T%.2d.bmp
0x1c0ec0	0x1bf6c0	.data	ascii	0x26	graphics\\interface\\town\\sign\\V%.2d.bmp
0x1c0ee8	0x1bf6e8	.data	ascii	0x2f	graphics\\interface\\townbirds\\tavern\\sprites.16a
0x1c0f18	0x1bf718	.data	ascii	0x22	graphics\\interface\\town\\Shop_l.bmp
0x1c0f3c	0x1bf73c	.data	ascii	0x24	graphics\\interface\\town\\Trener_l.bmp
0x1c0f64	0x1bf764	.data	ascii	0x24	graphics\\interface\\town\\Tavern_l.bmp
0x1c0f8c	0x1bf78c	.data	ascii	0x24	graphics\\interface\\town\\townmain.bmp
0x1c0fb4	0x1bf7b4	.data	ascii	0x24	graphics\\interface\\town\\townmask.bmp
0x1c0fdc	0x1bf7dc	.data	ascii	0x13	SFX\\Town\\Guard1.wav
0x1c0ff0	0x1bf7f0	.data	ascii	0x13	SFX\\Town\\Guard2.wav
0x1c1004	0x1bf804	.data	ascii	0x13	SFX\\Town\\GateDn.wav
0x1c1018	0x1bf818	.data	ascii	0x13	SFX\\Town\\GateUp.wav
0x1c102c	0x1bf82c	.data	ascii	0x13	SFX\\Town\\Horse1.wav
0x1c1040	0x1bf840	.data	ascii	0x13	SFX\\Town\\Horse3.wav
0x1c1054	0x1bf854	.data	ascii	0x13	SFX\\Town\\Horse2.wav
0x1c1068	0x1bf868	.data	ascii	0x12	SFX\\Town\\Stars.wav
0x1c107c	0x1bf87c	.data	ascii	0x19	SFX\\Town\\School\\Point.wav
0x1c1098	0x1bf898	.data	ascii	0x17	SFX\\Town\\Shop\\enter.wav
0x1c10b0	0x1bf8b0	.data	ascii	0x12	SFX\\Town\\Point.wav
0x1c10c4	0x1bf8c4	.data	ascii	0x11	SFX\\Town\\Flag.wav
0x1c10d8	0x1bf8d8	.data	ascii	0x13	SFX\\Town\\Flugel.wav
0x1c10ec	0x1bf8ec	.data	ascii	0x13	SFX\\Town\\Birds2.wav
0x1c1100	0x1bf900	.data	ascii	0x13	SFX\\Town\\Birds1.wav
0x1c1114	0x1bf914	.data	ascii	0x12	SFX\\Town\\Crowd.wav
0x1c1130	0x1bf930	.data	ascii	0x11	training\\npc34m%d
0x1c1144	0x1bf944	.data	ascii	0x1b	main\\text\\tips\\training.txt
0x1c1160	0x1bf960	.data	ascii	0x2e	graphics\\interface\\training\\diamond\\on%.4d.bmp
0x1c1190	0x1bf990	.data	ascii	0x2d	graphics\\interface\\training\\column\\rt%.4d.bmp
0x1c11c0	0x1bf9c0	.data	ascii	0x3b	graphics\\interface\\training\\column\\mage\\astral\\shine_on.bmp
0x1c11fc	0x1bf9fc	.data	ascii	0x38	graphics\\interface\\training\\column\\mage\\astral\\shine.bmp
0x1c1238	0x1bfa38	.data	ascii	0x35	graphics\\interface\\training\\column\\mage\\astral\\on.bmp
0x1c1270	0x1bfa70	.data	ascii	0x38	graphics\\interface\\training\\column\\mage\\air\\shine_on.bmp
0x1c12ac	0x1bfaac	.data	ascii	0x35	graphics\\interface\\training\\column\\mage\\air\\shine.bmp
0x1c12e4	0x1bfae4	.data	ascii	0x32	graphics\\interface\\training\\column\\mage\\air\\on.bmp
0x1c1318	0x1bfb18	.data	ascii	0x3a	graphics\\interface\\training\\column\\mage\\earth\\shine_on.bmp
0x1c1354	0x1bfb54	.data	ascii	0x37	graphics\\interface\\training\\column\\mage\\earth\\shine.bmp
0x1c138c	0x1bfb8c	.data	ascii	0x34	graphics\\interface\\training\\column\\mage\\earth\\on.bmp
0x1c13c4	0x1bfbc4	.data	ascii	0x3a	graphics\\interface\\training\\column\\mage\\water\\shine_on.bmp
0x1c1400	0x1bfc00	.data	ascii	0x37	graphics\\interface\\training\\column\\mage\\water\\shine.bmp
0x1c1438	0x1bfc38	.data	ascii	0x34	graphics\\interface\\training\\column\\mage\\water\\on.bmp
0x1c1470	0x1bfc70	.data	ascii	0x39	graphics\\interface\\training\\column\\mage\\fire\\shine_on.bmp
0x1c14ac	0x1bfcac	.data	ascii	0x36	graphics\\interface\\training\\column\\mage\\fire\\shine.bmp
0x1c14e4	0x1bfce4	.data	ascii	0x33	graphics\\interface\\training\\column\\mage\\fire\\on.bmp
0x1c1518	0x1bfd18	.data	ascii	0x3b	graphics\\interface\\training\\column\\fighter\\bow\\shine_on.bmp
0x1c1554	0x1bfd54	.data	ascii	0x38	graphics\\interface\\training\\column\\fighter\\bow\\shine.bmp
0x1c1590	0x1bfd90	.data	ascii	0x35	graphics\\interface\\training\\column\\fighter\\bow\\on.bmp
0x1c15c8	0x1bfdc8	.data	ascii	0x3c	graphics\\interface\\training\\column\\fighter\\club\\shine_on.bmp
0x1c1608	0x1bfe08	.data	ascii	0x39	graphics\\interface\\training\\column\\fighter\\club\\shine.bmp
0x1c1644	0x1bfe44	.data	ascii	0x36	graphics\\interface\\training\\column\\fighter\\club\\on.bmp
0x1c167c	0x1bfe7c	.data	ascii	0x3c	graphics\\interface\\training\\column\\fighter\\pike\\shine_on.bmp
0x1c16bc	0x1bfebc	.data	ascii	0x39	graphics\\interface\\training\\column\\fighter\\pike\\shine.bmp
0x1c16f8	0x1bfef8	.data	ascii	0x36	graphics\\interface\\training\\column\\fighter\\pike\\on.bmp
0x1c1730	0x1bff30	.data	ascii	0x3b	graphics\\interface\\training\\column\\fighter\\axe\\shine_on.bmp
0x1c176c	0x1bff6c	.data	ascii	0x38	graphics\\interface\\training\\column\\fighter\\axe\\shine.bmp
0x1c17a8	0x1bffa8	.data	ascii	0x35	graphics\\interface\\training\\column\\fighter\\axe\\on.bmp
0x1c17e0	0x1bffe0	.data	ascii	0x3d	graphics\\interface\\training\\column\\fighter\\sword\\shine_on.bmp
0x1c1820	0x1c0020	.data	ascii	0x3a	graphics\\interface\\training\\column\\fighter\\sword\\shine.bmp
0x1c185c	0x1c005c	.data	ascii	0x37	graphics\\interface\\training\\column\\fighter\\sword\\on.bmp
0x1c1894	0x1c0094	.data	ascii	0x27	graphics\\interface\\training\\TrnHall.bmp
0x1c18bc	0x1c00bc	.data	ascii	0x30	graphics\\interface\\training\\column\\mage\\mask.bmp
0x1c18f0	0x1c00f0	.data	ascii	0x33	graphics\\interface\\training\\column\\fighter\\mask.bmp
0x1c1924	0x1c0124	.data	ascii	0x1e	movies\\training\\mage\\m%.4d.bmp
0x1c1944	0x1c0144	.data	ascii	0x1f	movies\\training\\mage\\tr%.4d.bmp
0x1c1964	0x1c0164	.data	ascii	0x1a	SFX\\Town\\School\\Rotate.wav
0x1c1980	0x1c0180	.data	ascii	0x21	movies\\training\\fighter\\m%.4d.bmp
0x1c19a4	0x1c01a4	.data	ascii	0x22	movies\\training\\fighter\\tr%.4d.bmp
0x1c19c8	0x1c01c8	.data	ascii	0x19	SFX\\Town\\School\\Enter.wav
0x1c19e4	0x1c01e4	.data	ascii	0x1a	SFX\\Town\\School\\Fight2.wav
0x1c1a00	0x1c0200	.data	ascii	0x1a	SFX\\Town\\School\\Fight1.wav
0x1c1a1c	0x1c021c	.data	ascii	0x1c	SFX\\Town\\School\\Command3.wav
0x1c1a3c	0x1c023c	.data	ascii	0x1c	SFX\\Town\\School\\Command2.wav
0x1c1a5c	0x1c025c	.data	ascii	0x1c	SFX\\Town\\School\\Command1.wav
0x1c1a7c	0x1c027c	.data	ascii	0x19	SFX\\Town\\School\\teach.wav
0x1c1a98	0x1c0298	.data	ascii	0x7	Speech\\
0x1c1aa0	0x1c02a0	.data	ascii	0x14	training\\npc34s%dl%d
0x1c1ab8	0x1c02b8	.data	ascii	0x14	training\\npc33s%dl%d
0x1c1ad0	0x1c02d0	.data	ascii	0x2b	graphics\\interface\\training\\ButtonsArea.bmp
0x1c1afc	0x1c02fc	.data	ascii	0x2d	graphics\\interface\\training\\buttons\\b2off.bmp
0x1c1b2c	0x1c032c	.data	ascii	0x2c	graphics\\interface\\training\\buttons\\b2on.bmp
0x1c1b5c	0x1c035c	.data	ascii	0x2d	graphics\\interface\\training\\buttons\\b1off.bmp
0x1c1b8c	0x1c038c	.data	ascii	0x2c	graphics\\interface\\training\\buttons\\b1on.bmp
0x1c1bbc	0x1c03bc	.data	ascii	0xd	CVisualObject
0x1c1bd8	0x1c03d8	.data	ascii	0x5	event
0x1c1be0	0x1c03e0	.data	ascii	0xd	npc%02de%sp%d
0x1c1bf8	0x1c03f8	.data	ascii	0x5	%sp%d
0x1c1c00	0x1c0400	.data	ascii	0x4	.wav
0x1c1c08	0x1c0408	.data	ascii	0x7	speech\\
0x1c1c10	0x1c0410	.data	ascii	0x4	.txt
0x1c1c18	0x1c0418	.data	ascii	0xa	main\\text\\
0x1c1c28	0x1c0428	.data	ascii	0x7	part=%d
0x1c1c30	0x1c0430	.data	ascii	0x4	npc=
0x1c1c3c	0x1c043c	.data	ascii	0x9	iamfemale
0x1c1c48	0x1c0448	.data	ascii	0x7	iammale
0x1c1c50	0x1c0450	.data	ascii	0x7	iammage
0x1c1c58	0x1c0458	.data	ascii	0xa	iamfighter
0x1c1c64	0x1c0464	.data	ascii	0x9	npcalive=
0x1c1c74	0x1c0474	.data	ascii	0x8	npcdead=
0x1c1c84	0x1c0484	.data	ascii	0x5	Start
0x1c1c8c	0x1c048c	.data	ascii	0x6	female
0x1c1c94	0x1c0494	.data	ascii	0x4	male
0x1c1c9c	0x1c049c	.data	ascii	0x6	female
0x1c1ca4	0x1c04a4	.data	ascii	0x4	mage
0x1c1cac	0x1c04ac	.data	ascii	0x7	fighter
0x1c1cb4	0x1c04b4	.data	ascii	0x6	sound=
0x1c1cbc	0x1c04bc	.data	ascii	0x5	tune=
0x1c1cc8	0x1c04c8	.data	ascii	0x5	tips=
0x1c1cd8	0x1c04d8	.data	ascii	0x4	.res
0x1c1ce4	0x1c04e4	.data	ascii	0x1e	An unspecified error occurred.
0x1c1d04	0x1c0504	.data	ascii	0x1c	The end of file was reached.
0x1c1d24	0x1c0524	.data	ascii	0x11	The disk is full.
0x1c1d38	0x1c0538	.data	ascii	0x3e	There was an attempt to lock a region that was already locked.
0x1c1d78	0x1c0578	.data	ascii	0x38	SHARE.EXE was not loaded, or a shared region was locked.
0x1c1db4	0x1c05b4	.data	ascii	0x1b	There was a hardware error.
0x1c1dd0	0x1c05d0	.data	ascii	0x32	There was an error trying to set the file pointer.
0x1c1e04	0x1c0604	.data	ascii	0x24	There are no more directory entries.
0x1c1e2c	0x1c062c	.data	ascii	0x30	The current working directory cannot be removed.
0x1c1e60	0x1c0660	.data	ascii	0x33	There was an attempt to use an invalid file handle.
0x1c1e94	0x1c0694	.data	ascii	0x1f	The file could not be accessed.
0x1c1eb4	0x1c06b4	.data	ascii	0x30	The permitted number of open files was exceeded.
0x1c1ee8	0x1c06e8	.data	ascii	0x23	All or part of the path is invalid.
0x1c1f0c	0x1c070c	.data	ascii	0x1e	The file could not be located.
0x1c1f2c	0x1c072c	.data	ascii	0x12	No error occurred.
0x1c1f50	0x1c0750	.data	ascii	0x13	.?AVCRegException@@
0x1c1f64	0x1c0764	.data	ascii	0xd	bad signature
0x1c1f74	0x1c0774	.data	ascii	0x21	 Could`t create registry file :%s
0x1c1f98	0x1c0798	.data	ascii	0x2a	Multi - string keys should place together:
0x1c1fc3	0x1c07c3	.data	ascii	0x14	 key %s , section %s
0x1c1fd8	0x1c07d8	.data	ascii	0x2d	Types of multi - string keys should be equal:
0x1c2006	0x1c0806	.data	ascii	0x14	 key %s , section %s
0x1c201c	0x1c081c	.data	ascii	0x28	The key %s duplicated in the section %s,
0x1c2045	0x1c0845	.data	ascii	0x1e	 what allowed only for srtings
0x1c2064	0x1c0864	.data	ascii	0x1f	 = missed. check the section %s
0x1c2084	0x1c0884	.data	ascii	0x16	could`t open ini file.
0x1c209c	0x1c089c	.data	ascii	0x22	 Could`t create registry file : %s
0x1c20cc	0x1c08cc	.data	ascii	0x4	 %f,
0x1c20d4	0x1c08d4	.data	ascii	0x5	%s=%f
0x1c20dc	0x1c08dc	.data	ascii	0x4	 %ld
0x1c20e4	0x1c08e4	.data	ascii	0x5	 %ld,
0x1c20f0	0x1c08f0	.data	ascii	0x6	%s=%ld
0x1c20f8	0x1c08f8	.data	ascii	0x5	%s=%s
0x1c2100	0x1c0900	.data	ascii	0x4	[%s]
0x1c2108	0x1c0908	.data	ascii	0x16	could`t open ini file.
0x1c2128	0x1c0928	.data	ascii	0x1a	UNKNOWN TYPE. CANT CONVERT
0x1c214c	0x1c094c	.data	ascii	0x2a	not a string associated with specified key
0x1c2178	0x1c0978	.data	ascii	0x28	not an int associated with specified key
0x1c21a4	0x1c09a4	.data	ascii	0x2b	not an double associated with specified key
0x1c21d0	0x1c09d0	.data	ascii	0x2e	not an int array associated with specified key
0x1c2200	0x1c0a00	.data	ascii	0x42	not an string array or single string associated with specified key
0x1c2244	0x1c0a44	.data	ascii	0x31	not an double array associated with specified key
0x1c2278	0x1c0a78	.data	ascii	0x53	not an int array with size 4 associated with specified key, cant make CRect from it
0x1c35ac	0x1c1dac	.data	utf16le	0xa	01234
0x1c3676	0x1c1e76	.data	utf16le	0xa	rstRS
0x1c3fc6	0x1c27c6	.data	utf16le	0x68	@P`AQDBRbQCQQCQCCCCCQEEEEQQEQQEQDEEDQDDCCDQ@@PPAQEAW
0x1c4030	0x1c2830	.data	utf16le	0x1e	QAA\\\\AQQAWWQBA\\
0x1c4050	0x1c2850	.data	utf16le	0x48	AQCBRRQPPPP\\QE\\QEQRWQCWQCRRRQ`PP`\\QD
0x1c409a	0x1c289a	.data	utf16le	0x8	CDQb
0x1c40a4	0x1c28a4	.data	utf16le	0x3c	EDWQDRRbQ\\\\\\\\\\QQ\\QQQWWQQWQQWWW
0x1c4aae	0x1c32ae	.data	utf16le	0xa	""""""""""""
0x1c4bce	0x1c33ce	.data	utf16le	0x8	""""""""""
0x1c4c0e	0x1c340e	.data	utf16le	0xa	QCRWD
0x1c4c1a	0x1c341a	.data	utf16le	0x8	AEP\\
0x1c4c24	0x1c3424	.data	utf16le	0xa	CCRRD
0x1c4c3a	0x1c343a	.data	utf16le	0x8	BBBB
0x1c4c50	0x1c3450	.data	utf16le	0xa	DDbbD
0x1c4c7c	0x1c347c	.data	utf16le	0x8	ABBA
0x1c4c88	0x1c3488	.data	utf16le	0x8	A@@A
0x1c4c9e	0x1c349e	.data	utf16le	0x8	@EPP
0x1c4cb4	0x1c34b4	.data	utf16le	0x8	@PPP
0x1c4cbe	0x1c34be	.data	utf16le	0xa	RRRRb
0x1c4cea	0x1c34ea	.data	utf16le	0xa	bbbbb
0x1c4d0c	0x1c350c	.data	utf16le	0x8	APP\\
0x1c4d16	0x1c3516	.data	utf16le	0xa	WRRWb
0x1c5728	0x1c3f28	.data	ascii	0x4	Self
0x1c5730	0x1c3f30	.data	ascii	0x8	Computer
0x1c573c	0x1c3f3c	.data	ascii	0x9	TableLine
0x1c5748	0x1c3f48	.data	ascii	0x6	Danath
0x1c5750	0x1c3f50	.data	ascii	0x8	Reniesta
0x1c575c	0x1c3f5c	.data	ascii	0x7	Fergard
0x1c5764	0x1c3f64	.data	ascii	0x5	Naira
0x1c576c	0x1c3f6c	.data	ascii	0x7	Treyrak
0x1c5774	0x1c3f74	.data	ascii	0x5	Brian
0x1c577c	0x1c3f7c	.data	ascii	0x5	Glaen
0x1c5784	0x1c3f84	.data	ascii	0x5	Woman
0x1c578c	0x1c3f8c	.data	ascii	0x5	Token
0x1c5794	0x1c3f94	.data	ascii	0xd	VirtualCaster
0x1c57a4	0x1c3fa4	.data	ascii	0x4	Unit
0x1c57ac	0x1c3fac	.data	ascii	0x8	Humanoid
0x1c57b8	0x1c3fb8	.data	ascii	0x5	Diary
0x1c57c0	0x1c3fc0	.data	ascii	0x5	Human
0x1c57c8	0x1c3fc8	.data	ascii	0x9	Lady Moro
0x1c57d4	0x1c3fd4	.data	ascii	0x8	Reniesta
0x1c57e0	0x1c3fe0	.data	ascii	0x6	Scilla
0x1c57e8	0x1c3fe8	.data	ascii	0x7	Red Hat
0x1c57f0	0x1c3ff0	.data	ascii	0x5	Alice
0x1c57f8	0x1c3ff8	.data	ascii	0x8	Khisanth
0x1c5804	0x1c4004	.data	ascii	0x5	Biker
0x1c580c	0x1c400c	.data	ascii	0x5	Vasya
0x1c5814	0x1c4014	.data	ascii	0xb	Duke Killer
0x1c5820	0x1c4020	.data	ascii	0x6	Samuil
0x1c5828	0x1c4028	.data	ascii	0x6	Danath
0x1c5830	0x1c4030	.data	ascii	0x7	Legolas
0x1c5838	0x1c4038	.data	ascii	0x7	Fat Sam
0x1c5840	0x1c4040	.data	ascii	0x6	Ragnar
0x1c5848	0x1c4048	.data	ascii	0xa	Sir Gerald
0x1c5854	0x1c4054	.data	ascii	0x6	Player
0x1c585c	0x1c405c	.data	ascii	0xb	SpellEffect
0x1c5868	0x1c4068	.data	ascii	0xb	PointEffect
0x1c5874	0x1c4074	.data	ascii	0xa	AreaEffect
0x1c5880	0x1c4080	.data	ascii	0xe	SpellTransport
0x1c5890	0x1c4090	.data	ascii	0x5	Spell
0x1c5898	0x1c4098	.data	ascii	0x9	Spellbook
0x1c58a4	0x1c40a4	.data	ascii	0x6	Effect
0x1c58ac	0x1c40ac	.data	ascii	0x13	Effect_DirectDamage
0x1c58c0	0x1c40c0	.data	ascii	0xe	unused_value_0
0x1c58d0	0x1c40d0	.data	ascii	0x5	price
0x1c58d8	0x1c40d8	.data	ascii	0x4	body
0x1c58e0	0x1c40e0	.data	ascii	0x4	mind
0x1c58e8	0x1c40e8	.data	ascii	0x8	reaction
0x1c58f4	0x1c40f4	.data	ascii	0x6	spirit
0x1c58fc	0x1c40fc	.data	ascii	0x6	health
0x1c5904	0x1c4104	.data	ascii	0x9	healthmax
0x1c5910	0x1c4110	.data	ascii	0x12	healthregeneration
0x1c5924	0x1c4124	.data	ascii	0x4	mana
0x1c592c	0x1c412c	.data	ascii	0x7	manamax
0x1c5934	0x1c4134	.data	ascii	0x10	manaregeneration
0x1c5948	0x1c4148	.data	ascii	0x5	tohit
0x1c5950	0x1c4150	.data	ascii	0x9	damagemin
0x1c595c	0x1c415c	.data	ascii	0x9	damagemax
0x1c5968	0x1c4168	.data	ascii	0x7	defence
0x1c5970	0x1c4170	.data	ascii	0xa	absorbtion
0x1c597c	0x1c417c	.data	ascii	0x5	speed
0x1c5984	0x1c4184	.data	ascii	0xd	rotationspeed
0x1c5994	0x1c4194	.data	ascii	0x9	scanrange
0x1c59a0	0x1c41a0	.data	ascii	0xb	protection0
0x1c59ac	0x1c41ac	.data	ascii	0xe	protectionfire
0x1c59bc	0x1c41bc	.data	ascii	0xf	protectionwater
0x1c59cc	0x1c41cc	.data	ascii	0xd	protectionair
0x1c59dc	0x1c41dc	.data	ascii	0xf	protectionearth
0x1c59ec	0x1c41ec	.data	ascii	0x10	protectionastral
0x1c5a00	0x1c4200	.data	ascii	0xd	fighterskill0
0x1c5a10	0x1c4210	.data	ascii	0xa	skillblade
0x1c5a1c	0x1c421c	.data	ascii	0x8	skillaxe
0x1c5a28	0x1c4228	.data	ascii	0xd	skillbludgeon
0x1c5a38	0x1c4238	.data	ascii	0x9	skillpike
0x1c5a44	0x1c4244	.data	ascii	0xd	skillshooting
0x1c5a54	0x1c4254	.data	ascii	0xa	mageskill0
0x1c5a60	0x1c4260	.data	ascii	0x9	skillfire
0x1c5a6c	0x1c426c	.data	ascii	0xa	skillwater
0x1c5a78	0x1c4278	.data	ascii	0x8	skillair
0x1c5a84	0x1c4284	.data	ascii	0xa	skillearth
0x1c5a90	0x1c4290	.data	ascii	0xb	skillastral
0x1c5a9c	0x1c429c	.data	ascii	0x8	itemlore
0x1c5aa8	0x1c42a8	.data	ascii	0x9	magiclore
0x1c5ab4	0x1c42b4	.data	ascii	0xc	creaturelore
0x1c5ac4	0x1c42c4	.data	ascii	0x9	castspell
0x1c5ad0	0x1c42d0	.data	ascii	0xa	teachspell
0x1c5adc	0x1c42dc	.data	ascii	0x6	damage
0x1c5ae4	0x1c42e4	.data	ascii	0xa	damagefire
0x1c5af0	0x1c42f0	.data	ascii	0xb	damagewater
0x1c5afc	0x1c42fc	.data	ascii	0x9	damageair
0x1c5b08	0x1c4308	.data	ascii	0xb	damageearth
0x1c5b14	0x1c4314	.data	ascii	0xc	damageastral
0x1c5b24	0x1c4324	.data	ascii	0xb	damagebonus
0x1c5b30	0x1c4330	.data	ascii	0xe	unused_spell_0
0x1c5b40	0x1c4340	.data	ascii	0xa	fire_arrow
0x1c5b4c	0x1c434c	.data	ascii	0x9	fire_ball
0x1c5b58	0x1c4358	.data	ascii	0xc	wall_of_fire
0x1c5b68	0x1c4368	.data	ascii	0xe	fire_sacrifice
0x1c5b78	0x1c4378	.data	ascii	0x14	protection_from_fire
0x1c5b90	0x1c4390	.data	ascii	0x4	heal
0x1c5b98	0x1c4398	.data	ascii	0xe	freezing_cloud
0x1c5ba8	0x1c43a8	.data	ascii	0xc	poison_cloud
0x1c5bb8	0x1c43b8	.data	ascii	0xb	acid_stream
0x1c5bc4	0x1c43c4	.data	ascii	0x15	protection_from_water
0x1c5bdc	0x1c43dc	.data	ascii	0xa	drain_life
0x1c5be8	0x1c43e8	.data	ascii	0x5	light
0x1c5bf0	0x1c43f0	.data	ascii	0x9	lightning
0x1c5bfc	0x1c43fc	.data	ascii	0xf	prismatic_spray
0x1c5c0c	0x1c440c	.data	ascii	0xc	invisibility
0x1c5c1c	0x1c441c	.data	ascii	0x13	protection_from_air
0x1c5c30	0x1c4430	.data	ascii	0x8	darkness
0x1c5c3c	0x1c443c	.data	ascii	0x6	shield
0x1c5c44	0x1c4444	.data	ascii	0xd	wall_of_earth
0x1c5c54	0x1c4454	.data	ascii	0xb	stone_curse
0x1c5c60	0x1c4460	.data	ascii	0xc	meteor_storm
0x1c5c70	0x1c4470	.data	ascii	0x15	protection_from_earth
0x1c5c88	0x1c4488	.data	ascii	0x5	bless
0x1c5c90	0x1c4490	.data	ascii	0x5	haste
0x1c5c98	0x1c4498	.data	ascii	0xe	control_spirit
0x1c5ca8	0x1c44a8	.data	ascii	0x8	teleport
0x1c5cb4	0x1c44b4	.data	ascii	0x5	curse
0x1c5cbc	0x1c44bc	.data	ascii	0x4	slow
0x1c5cc4	0x1c44c4	.data	ascii	0x8	Building
0x1c5cd0	0x1c44d0	.data	ascii	0x7	Outpost
0x1c5cd8	0x1c44d8	.data	ascii	0x6	Tavern
0x1c5ce4	0x1c44e4	.data	ascii	0x8	Catapult
0x1c5cf0	0x1c44f0	.data	ascii	0x8	Ballista
0x1c5cfc	0x1c44fc	.data	ascii	0x4	Shop
0x1c5d04	0x1c4504	.data	ascii	0xf	CMultiShopShelf
0x1c5d14	0x1c4514	.data	ascii	0x12	CMultiShopInstance
0x1c5d28	0x1c4528	.data	ascii	0x12	CMultiShopTemplate
0x1c5d3c	0x1c453c	.data	ascii	0x4	Item
0x1c5d44	0x1c4544	.data	ascii	0x5	Armor
0x1c5d4c	0x1c454c	.data	ascii	0x6	Shield
0x1c5d54	0x1c4554	.data	ascii	0x6	Weapon
0x1c5d5c	0x1c455c	.data	ascii	0x4	Sack
0x1c5d64	0x1c4564	.data	ascii	0x5	1.alm
0x1c5d6c	0x1c456c	.data	ascii	0xa	Saving to:
0x1c5d78	0x1c4578	.data	ascii	0x1d	Server Multiplayer save file.
0x1c5d98	0x1c4598	.data	ascii	0xd	Loading from:
0x1c5da8	0x1c45a8	.data	ascii	0x12	Invalid save file.
0x1c5dbc	0x1c45bc	.data	ascii	0x13	Outdated save file.
0x1c5dd0	0x1c45d0	.data	ascii	0xf	chr\\%s\\%u%u.chr
0x1c5de0	0x1c45e0	.data	ascii	0x4	chr\\
0x1c5de8	0x1c45e8	.data	ascii	0x8	%u%u.chr
0x1c5df4	0x1c45f4	.data	ascii	0x16	ALLODS Server Avalible
0x1c5e0c	0x1c460c	.data	ascii	0x7	BaseDir
0x1c5e14	0x1c4614	.data	ascii	0xd	Allods Server
0x1c5e24	0x1c4624	.data	ascii	0xb	World\\Data\\
0x1c5e30	0x1c4630	.data	ascii	0x4	.alm
0x1c5e38	0x1c4638	.data	ascii	0x4	.ini
0x1c5e40	0x1c4640	.data	ascii	0xe	World\\Mission\\
0x1c5e50	0x1c4650	.data	ascii	0xc	game0000.sav
0x1c5e60	0x1c4660	.data	ascii	0x4	Self
0x1c5e68	0x1c4668	.data	ascii	0x32	can't Run server because Init was not successfull.
0x1c5e9c	0x1c469c	.data	ascii	0x9	Scenario\\
0x1c5eb0	0x1c46b0	.data	ascii	0x4	 ms.
0x1c5eb8	0x1c46b8	.data	ascii	0xc	. Execution 
0x1c5ec8	0x1c46c8	.data	ascii	0x19	. Time used: AI Monsters 
0x1c5ee4	0x1c46e4	.data	ascii	0xa	 duration 
0x1c5ef0	0x1c46f0	.data	ascii	0x12	. Client rejected.
0x1c5f04	0x1c4704	.data	ascii	0x4	 ID:
0x1c5f0c	0x1c470c	.data	ascii	0xf	Illegal player 
0x1c5f1c	0x1c471c	.data	ascii	0x30	Your name too short. At least 1 letter required.
0x1c5f50	0x1c4750	.data	ascii	0x4	Self
0x1c5f58	0x1c4758	.data	ascii	0x12	. Client rejected.
0x1c5f6c	0x1c476c	.data	ascii	0x17	Prohibited player name 
0x1c5f84	0x1c4784	.data	ascii	0x1f	Restricted name. Try different.
0x1c5fa4	0x1c47a4	.data	ascii	0x1f	Demo & Release are incompatible
0x1c5fc4	0x1c47c4	.data	ascii	0x2c	Warning - other player with same name joined
0x1c5ff4	0x1c47f4	.data	ascii	0x26	This name already used. Try different.
0x1c601c	0x1c481c	.data	ascii	0x1b	Only one character allowed.
0x1c6038	0x1c4838	.data	ascii	0xb	too few CDs
0x1c6044	0x1c4844	.data	ascii	0x11	 returns to game.
0x1c6058	0x1c4858	.data	ascii	0x7	Player 
0x1c6060	0x1c4860	.data	ascii	0x8	 joined.
0x1c606c	0x1c486c	.data	ascii	0x7	Player 
0x1c6074	0x1c4874	.data	ascii	0x2f	 tries to enter mission without Hero. Rejected.
0x1c60a4	0x1c48a4	.data	ascii	0x7	Client 
0x1c60ac	0x1c48ac	.data	ascii	0x24	You can't enter mission without Hero
0x1c60d4	0x1c48d4	.data	ascii	0x4	Self
0x1c60dc	0x1c48dc	.data	ascii	0x4	Self
